%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	vlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPDSSF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF	connG	connNumPCnt	connNumBCnt
A	781	0x0400000000004000	1737489712.552296220	1737489712.702172231	0.149876011	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	58446	95.101.93.110	fr	"Akamai Technologies"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_6	DellInc,US_-	443	https	6	5	1357	557	0	1277	226.1667	390.4003	0	0.07782646	0.02497934	0.02489793	40.03309	9054.15	0.09090909	0.4179728	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2807170952	5	1357	0	5	557	0	1277	64240	64169.21	64128	64256	1	1	2	0	0x001a	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	1513802728	0	0.004	6055211.199607	1731434501.2340799112	0.03457946	0.03418445	0.03573126	0.0347804	0.0004588018	0.0346023	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	33	1	4	68	2.060606	17	16183	1915274
B	781	0x0400000000004001	1737489712.586875633	1737489712.658753168	0.071877535	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		95.101.93.110	fr	"Akamai Technologies"	443	10.49.10.60	04	"Private network"	58446	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_5	-_DellInc,US	443	https	5	6	557	1357	0	287	111.4	116.4402	0	0.03592521	0.01437551	0.0137606	69.56277	7749.292	-0.09090909	-0.4179728	0x0211	1	24317	52	52	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1091203929	5	270	0	5	1357	0	287	64240	64154.89	64128	64240	1	0	0	0	0x021a	0x0000	1	6	0x0000001e	1460	128	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	2.2848e-05	2.2848e-05	0.04341907	0.007539189	0.01465139	0.04231959	0.01465857	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	33	3	67	67	22.33333	147	28844
A	763	0x0400000000004000	1737489711.848387698	1737489712.718137130	0.869749432	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	45402	162.247.243.29	ca	"Early registration addresses"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_8	DellInc,US_-	443	https	8	7	1481	4204	0	754	185.125	267.4388	0	0.3955191	0.1087187	0.1267315	9.198051	1702.789	0.06666667	-0.4789798	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2757168497	7	1481	0	7	4204	0	818	64240	64102.1	63488	64256	1	2	2	0	0x001a	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	4015632417	0	0.004	16062530.430929	1721427181.1848211688	0.0941833	0.09314326	0.3954987	0.1579514	0.09432271	0.09420557	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	33	1	4	66	2	16.5	16183	1915274
B	763	0x0400000000004001	1737489711.942571012	1737489712.670978564	0.728407552	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		162.247.243.29	ca	"Early registration addresses"	443	10.49.10.60	04	"Private network"	45402	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_7	-_DellInc,US	443	https	7	8	4204	1481	0	2912	600.5714	825.7311	0	0.3955443	0.1040582	0.1117635	9.610004	5771.494	-0.06666667	0.4789798	0x0a11	1	26164	51	51	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1568352540	7	3778	0	7	1481	0	2912	65535	138601.4	65535	148992	0	2	1	0	0x021a	0x0000	1	6	0x0000001e	1400	512	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	2.2272e-05	2.0384e-05	0.04715859	0.006446413	0.0144085	0.1643978	0.09541687	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	33	3	65	65	21.66667	25	13288
A	67	0x0400000000004000	1737489582.883698481	1737489712.674402975	129.790704494	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	39704	142.250.79.2	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_123	DellInc,US_-	443	https	123	161	32023	48092	0	1412	260.3496	470.9329	0	26.64067	1.055209	3.776463	0.9476795	246.728	-0.1338028	-0.2005742	0x4a33	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	594392081	120	32042	1	122	48092	14	6875	64240	64127.2	62080	64256	9	7	10	0	0x001a	0x004c	19	59	0x0000013e	1460	128	0x0000	0x00	0	0x00	4003876275	0	0.004	16015505.860696	1721474077.2369490320	0.04763667	6.912e-06	0.1286741	0.04202193	0.04219876	0.04772467	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	33	1	2	64	1.939394	32	16183	1915274
B	67	0x0400000000004001	1737489582.931335196	1737489712.721372201	129.790037005	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		142.250.79.2	us	"Google LLC"	443	10.49.10.60	04	"Private network"	39704	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_161	-_DellInc,US	443	https	161	123	48092	32023	0	1521	298.7081	496.2555	0	26.64033	0.8061492	3.335487	1.240465	370.5369	0.1338028	0.2005742	0x4a11	1	54485	54	54	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2588464667	146	60669	5	161	31464	14	1928	65535	241244.3	65535	268544	20	1	21	0	0x021a	0x024c	15	48	0x0000003e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	8.8e-05	2.288e-06	26.59346	1.981429	5.089121	2.023451	5.089296	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	33	1	63	63	63	176	53160
A	787	0x0400000000004000	1737489712.682102355	1737489712.682112372	0.000010017	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	34598	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	70	114	35	35	35	0	0	1.0017e-05	5.0085e-06	3.541544e-06	199660.6	6988120	0	-0.2391304	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000600064	0.000649088	0.000624576	1.73326e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	32	1	24	24	0.75	1	16183	1915274
B	787	0x0400000000004001	1737489712.682712459	1737489712.682761445	0.000048986	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	34598	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	114	70	51	63	57	4.24264	0	4.8986e-05	2.4493e-05	1.731917e-05	40827.99	2327196	0	0.2391304	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.000624576	1.73326e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	32	23	23	23	1	665	77428
A	210	0x0400000000004000	1737489588.264640794	1737489712.739198183	124.474557389	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	53346	142.250.219.234	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_21	DellInc,US_-	443	https	21	21	943	534	0	237	44.90476	73.61378	0	58.89347	5.927361	16.24972	0.1687092	7.575845	0	0.2769127	0x0011	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1797803148	21	904	0	21	534	0	237	501	501	501	501	0	0	0	0	0x0018	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	3.3024e-05	0.2383047	0.0645844	0.06975168	0	0	0x03	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	32	1	4	62	1.9375	15.5	16183	1915274
B	210	0x0400000000004001	1737489588.316930711	1737489712.791687991	124.474757280	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		142.250.219.234	us	"Google LLC"	443	10.49.10.60	04	"Private network"	53346	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_21	-_DellInc,US	443	https	21	21	534	943	0	69	25.42857	22.7773	0	58.89333	5.927369	16.25122	0.1687089	4.290027	0	-0.2769127	0x0011	1	1	56	56	0	0x04	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2406102973	21	534	0	21	904	0	69	1048	1048	1048	1048	0	0	0	0	0x0018	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	4.352e-06	58.84145	5.886799	16.2474	5.951383	16.24755	0x03	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	32	3	61	61	20.33333	350	416171
A	178	0x0400000000004000	1737489586.083123486	1737489712.771007544	126.687884058	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	60596	172.217.29.34	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_166	DellInc,US_-	443	https	166	233	50648	8112	0	1412	305.1084	552.4444	0	24.9564	0.7631803	2.602543	1.310307	399.7857	-0.1679198	0.7238938	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1999790227	165	50609	0	165	8112	0	3068	64240	64128	64128	64256	1	1	2	0	0x001a	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	1983024110	0	0.004	7932096.816754	1729557490.702353376	0.05272192	1.5488e-05	0.1215595	0.0581521	0.04257951	0.05273575	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	32	1	2	60	1.875	30	16183	1915274
B	178	0x0400000000004001	1737489586.135845410	1737489712.823135266	126.687289856	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		172.217.29.34	us	"Google LLC"	443	10.49.10.60	04	"Private network"	60596	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_233	-_DellInc,US	443	https	233	166	8112	50648	0	768	34.81545	56.93677	0	24.95694	0.5437222	2.226334	1.839174	64.03168	0.1679198	-0.7238938	0x4a11	1	63888	56	56	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	116312270	233	8112	0	233	50648	21	768	65535	225961.8	65535	268544	33	1	34	0	0x021a	0x0008	22	69	0x0000003e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	1.3824e-05	5.632e-06	24.90465	1.360919	3.194063	1.419071	3.194346	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	32	1	59	59	59	233	8112
A	168	0x0400000000004000	1737489585.801762162	1737489712.800124143	126.998361981	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	56676	172.217.29.99	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_62	DellInc,US_-	443	https	62	84	20420	3551	0	1412	329.3548	511.1969	0	26.49838	2.048361	5.446516	0.4881953	160.7895	-0.1506849	0.7037253	0x4a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2759974000	61	20381	0	61	3551	3	3331	64240	64128	64128	64256	1	1	2	0	0x001a	0x0008	4	14	0x0000013e	1460	128	0x0000	0x00	0	0x00	3297776571	0	0.004	13191106.910544	1724298479.1987701944	0.05280173	5.152e-05	0.1156524	0.06055875	0.04003228	0.05283245	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	31	1	2	58	1.870968	29	16183	1915274
B	168	0x0400000000004001	1737489585.854563908	1737489712.852267011	126.997703103	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		172.217.29.99	us	"Google LLC"	443	10.49.10.60	04	"Private network"	56676	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_84	-_DellInc,US	443	https	84	62	3551	20420	0	768	42.27381	88.23278	0	26.49863	1.511878	4.775977	0.6614293	27.96114	0.1506849	-0.7037253	0x0a11	1	10566	56	56	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3729601820	81	3725	1	84	20420	0	768	65535	252819.6	65535	268544	18	1	19	0	0x021a	0x0244	1	6	0x0000001e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	3.072e-05	1.1072e-05	26.44646	4.030857	7.164892	4.091416	7.165004	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	31	1	57	57	57	84	3551
A	227	0x0400000000004000	1737489589.637408751	1737489712.802139559	123.164730808	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	42508	172.217.30.67	us	"Google LLC"	80	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_19	DellInc,US_-	80	http	19	18	1288	2507	0	433	67.78947	140.8336	0	10.24401	6.482354	4.328767	0.1542649	10.45754	0.02702703	-0.3212121	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3502429214	15	1289	0	18	2507	0	433	64240	64128.4	64128	64256	1	1	2	0	0x001a	0x0010	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	4026278029	0	0.004	16105112.880952	1721384477.872640192	0.05245817	0.05190966	1.156093	0.1280031	0.2139381	0.05248045	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	30	1	4	6	0.2	1.5	16183	1915274
B	227	0x0400000000004001	1737489589.689866949	1737489712.854764249	123.164897300	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		172.217.30.67	us	"Google LLC"	80	10.49.10.60	04	"Private network"	42508	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_18	-_DellInc,US	80	http	18	19	2507	1288	0	1104	139.2778	282.8775	0	10.24425	6.842494	4.1712	0.1461455	20.35483	-0.02702703	0.3212121	0x0a11	1	30095	56	56	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3663417249	18	2507	0	18	1288	0	1104	65535	268330.7	65535	269312	2	1	3	0	0x021a	0x0020	1	6	0x0000001e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	2.2272e-05	7.36e-06	10.1921	6.372294	4.412278	6.500298	4.417461	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	30	3	5	5	1.666667	61	10432
A	291	0x0400000000004000	1737489590.420293096	1737489712.802156570	122.381863474	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	45088	23.55.136.38	br	"Akamai Technologies"	80	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_21	DellInc,US_-	80	http	21	19	1724	3496	0	431	82.09524	155.9391	0	10.24401	5.827708	4.454632	0.1715941	14.08705	0.05	-0.3394636	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2791177702	15	1726	0	20	3496	0	431	64240	64128.2	64128	64256	1	1	2	0	0x001a	0x0010	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	187709291	0	0.004	750837.199663	1736738753.3481606288	0.03551347	0.0350535	0.2815419	0.04925059	0.05023327	0.03552192	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	30	1	2	4	0.1333333	2	16183	1915274
B	291	0x0400000000004001	1737489590.455806573	1737489712.837930904	122.382124331	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		23.55.136.38	br	"Akamai Technologies"	80	10.49.10.60	04	"Private network"	45088	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_19	-_DellInc,US	80	http	19	21	3496	1724	0	874	184	327.6557	0	10.24452	6.441165	4.247437	0.1552514	28.56626	-0.05	0.3394636	0x0211	1	49301	54	54	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2366892455	19	3496	0	19	1724	0	874	64240	64128.18	64128	64240	1	0	0	0	0x021a	0x0020	1	6	0x0000001e	1460	128	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	8.448e-06	8.448e-06	10.20875	5.790069	4.467934	5.83932	4.468216	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	30	1	3	3	3	56	9611
A	135	0x0400000000004000	1737489585.330767008	1737489712.805639642	127.474872634	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	59962	172.217.29.36	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_131	DellInc,US_-	443	https	131	176	38478	11841	0	1412	293.7252	507.2425	0	26.23964	0.9730906	3.624581	1.027653	301.8477	-0.1465798	0.5293627	0x4a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	4244428220	129	38400	0	130	11841	1	2001	64240	64128	62464	64256	3	2	4	0	0x001a	0x0048	4	14	0x0000013e	1460	128	0x0000	0x00	0	0x00	566792675	0	0.004	2267170.807685	1735222415.3541809504	0.05264346	8.288e-06	0.1686894	0.06254916	0.03974649	0.05266777	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	29	1	2	56	1.931034	28	16183	1915274
B	135	0x0400000000004001	1737489585.383410459	1737489712.857601661	127.474191202	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		172.217.29.36	us	"Google LLC"	443	10.49.10.60	04	"Private network"	59962	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_176	-_DellInc,US	443	https	176	131	11841	38478	0	1412	67.27841	198.0058	0	26.23994	0.7242852	3.160244	1.380672	92.88939	0.1465798	-0.5293627	0x4a11	1	58957	56	56	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3015092569	170	12663	1	176	38439	24	1412	65535	236743.8	65535	268544	24	1	25	0	0x021a	0x024c	26	81	0x0000003e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	2.432e-05	2.048e-06	26.18782	2.722181	5.860876	2.78473	5.861011	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	29	1	55	55	55	176	11841
A	190	0x0400000000004000	1737489586.867612638	1737489712.841096516	125.973483878	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	41034	151.101.130.202	us	"Fastly"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_44	DellInc,US_-	443	https	44	47	4229	11608	0	665	96.11364	127.4107	0	41.4446	2.863034	7.587467	0.3492799	33.57056	-0.03296703	-0.4659342	0x4a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2612923520	43	4229	0	43	11608	1	665	64240	64128	61824	64256	3	2	4	0	0x001a	0x0008	2	8	0x0000013e	1460	128	0x0000	0x00	0	0x00	1601493663	0	0.004	6405974.956267	1731083612.3367944504	0.05243264	1.408e-05	0.1879321	0.07564372	0.05721968	0.0524825	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	28	1	2	54	1.928571	27	16183	1915274
B	190	0x0400000000004001	1737489586.920045259	1737489712.841060354	125.921015095	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		151.101.130.202	us	"Fastly"	443	10.49.10.60	04	"Private network"	41034	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_47	-_DellInc,US	443	https	47	44	11608	4229	0	1780	246.9787	349.3867	0	41.49736	2.679171	7.404978	0.3732499	92.18478	0.03296703	0.4659342	0x0a11	1	44382	56	56	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1954804088	45	11417	1	47	4229	0	1780	65535	166739.9	65535	167424	0	16	1	0	0x021a	0x0244	1	6	0x0000001e	1460	512	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	4.9856e-05	2.272e-06	41.44464	2.813101	7.605345	2.888745	7.60556	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	28	1	53	53	53	47	11608
A	284	0x0400000000004000	1737489590.201186934	1737489712.898673271	122.697486337	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	44092	172.217.30.42	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_28	DellInc,US_-	443	https	28	29	2753	9277	0	1238	98.32143	213.7407	0	58.90076	4.382053	14.81098	0.2282035	22.4373	-0.01754386	-0.5423109	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3459975250	25	2753	1	27	9277	0	1613	64240	64125.81	61952	64256	4	3	5	0	0x001a	0x0044	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	3012784638	0	0.004	12051139.124398	1725438451.3494040384	0.05251051	8e-06	0.1071629	0.03910868	0.03149483	0.05251936	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	27	1	2	52	1.925926	26	16183	1915274
B	284	0x0400000000004001	1737489590.253697438	1737489712.898633541	122.644936103	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		172.217.30.42	us	"Google LLC"	443	10.49.10.60	04	"Private network"	44092	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_29	-_DellInc,US	443	https	29	28	9277	2753	0	1669	319.8965	484.2101	0	58.99731	4.229136	14.60857	0.2364549	75.64112	0.01754386	0.5423109	0x4a11	1	6415	56	56	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3711608354	29	9238	0	29	2384	1	1669	65535	268023	65535	268544	2	1	3	0	0x021a	0x0008	2	9	0x0000003e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	8.848e-06	3.008e-06	58.94557	4.360488	14.81545	4.399597	14.81548	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	27	1	51	51	51	29	9277
A	778	0x0400000000004000	1737489712.483813169	1737489712.958187901	0.474374732	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	47470	140.82.113.26	us	"GitHub"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_11	DellInc,US_-	443	https	11	8	2415	4287	0	1145	219.5455	345.4407	0	0.1460707	0.04312498	0.04847993	23.18842	5090.912	0.1578947	-0.2793196	0x4a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3330589101	10	2415	0	10	4287	2	1209	64240	64078.07	62848	64256	1	2	2	0	0x001a	0x0008	3	11	0x0000013e	1460	128	0x0000	0x00	0	0x00	434882773	0	0.004	1739531.174623	1735750181.2602208848	0.1016289	1.1136e-05	0.102575	0.06372729	0.04278889	0.1016605	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	26	1	2	50	1.923077	25	16183	1915274
B	778	0x0400000000004001	1737489712.585442128	1737489712.914664023	0.329221895	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		140.82.113.26	us	"GitHub"	443	10.49.10.60	04	"Private network"	47470	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_8	-_DellInc,US	443	https	8	11	4287	2415	0	1436	535.875	465.948	0	0.115273	0.04115274	0.04521826	24.29972	13021.61	-0.1578947	0.2793196	0x0a11	1	12470	47	47	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	4035161105	5	7087	1	8	2415	0	1436	65535	69682.4	65535	72704	0	3	1	0	0x021a	0x0044	1	6	0x0000001e	1436	1024	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	3.1552e-05	4.736e-06	0.0435239	0.006572742	0.01176522	0.07030003	0.0443769	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	26	1	49	49	49	20	8550
