%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	vlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPDSSF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF	connG	connNumPCnt	connNumBCnt
B	194	0x0400000000004001	1737489587.342031561	1737489587.342031561	0.000000000	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	44081	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_1	-_DellInc,US	53	domain	1	1	84	36	84	84	84	0	0	0	0	0	0	0	0	0.4	0x0001	65535	0	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.05727248	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	545	545	545	1	665	77428
A	196	0x0400000000004000	1737489587.287430415	1737489587.287430415	0.000000000	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	34923	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_1	DellInc,US_-	53	domain	1	1	32	96	32	32	32	0	0	0	0	0	0	0	0	-0.5	0x0001	65535	0	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.04893146	0.04893146	0.04893146	0.04893146	0	0.04893146	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	544	544	5.726316	1	16183	1915274
B	196	0x0400000000004001	1737489587.336361849	1737489587.336361849	0.000000000	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	34923	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_1	-_DellInc,US	53	domain	1	1	96	32	96	96	96	0	0	0	0	0	0	0	0	0.5	0x0001	65535	0	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.04893146	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	543	543	543	1	665	77428
A	197	0x0400000000004000	1737489587.289677250	1737489587.289687602	0.000010352	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	43314	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	80	184	40	40	40	0	0	1.0352e-05	5.176e-06	3.659984e-06	193199.4	7727976	0	-0.3939394	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.05746096	0.1135467	0.08550382	0.0198293	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	542	542	5.705263	1	16183	1915274
B	197	0x0400000000004001	1737489587.347148576	1737489587.403234301	0.056085725	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	43314	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	184	80	76	108	92	11.31371	0	0.05608572	0.02804286	0.0198293	35.6597	3280.692	0	0.3939394	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.08550382	0.0198293	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	541	541	541	1	665	77428
A	198	0x0400000000004000	1737489587.290288694	1737489587.290288694	0.000000000	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	37493	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_1	DellInc,US_-	53	domain	1	1	40	108	40	40	40	0	0	0	0	0	0	0	0	-0.4594595	0x0001	65535	0	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.05685965	0.05685965	0.05685965	0.05685965	0	0.05685965	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	540	540	5.68421	1	16183	1915274
B	198	0x0400000000004001	1737489587.347148363	1737489587.347148363	0.000000000	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	37493	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_1	-_DellInc,US	53	domain	1	1	108	40	108	108	108	0	0	0	0	0	0	0	0	0.4594595	0x0001	65535	0	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.05685965	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	539	539	539	1	665	77428
A	195	0x0400000000004000	1737489587.286864210	1737489587.336453897	0.049589687	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	55657	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	64	209	32	32	32	0	0	0.04958969	0.02479484	0.0175326	40.33097	1290.591	0	-0.5311356	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.04953814	0.000691136	0.04953814	0.02511464	0.01727002	0.04958966	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	538	538	5.663158	1	16183	1915274
B	195	0x0400000000004001	1737489587.336402354	1737489587.337145033	0.000742679	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	55657	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	209	64	96	113	104.5	6.010407	0	0.000742679	0.0003713395	0.0002625767	2692.954	281413.6	0	0.5311356	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	5.152e-05	5.152e-05	5.152e-05	5.152e-05	0	0.02516616	0.01727002	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	537	537	537	1	665	77428
A	202	0x0400000000004000	1737489587.409349980	1737489587.409358136	0.000008156	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	49016	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	70	202	35	35	35	0	0	8.156e-06	4.078e-06	2.883582e-06	245218.2	8582638	0	-0.4852941	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.052652	0.05936723	0.05600962	0.002374192	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	536	536	5.642105	1	16183	1915274
B	202	0x0400000000004001	1737489587.462010139	1737489587.468725379	0.006715240	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	49016	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	202	70	83	119	101	12.72792	0	0.00671524	0.00335762	0.002374196	297.83	30080.83	0	0.4852941	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.05600962	0.002374192	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	535	535	535	1	665	77428
A	203	0x0400000000004000	1737489587.409585536	1737489587.409585536	0.000000000	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	49897	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_1	DellInc,US_-	53	domain	1	1	35	83	35	35	35	0	0	0	0	0	0	0	0	-0.4067796	0x0001	65535	0	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.05240445	0.05240445	0.05240445	0.05240445	0	0.05240445	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	534	534	5.621053	1	16183	1915274
B	203	0x0400000000004001	1737489587.461989990	1737489587.461989990	0.000000000	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	49897	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_1	-_DellInc,US	53	domain	1	1	83	35	83	83	83	0	0	0	0	0	0	0	0	0.4067796	0x0001	65535	0	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.05240445	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	533	533	533	1	665	77428
A	204	0x0400000000004000	1737489587.453272234	1737489587.453282581	0.000010347	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	51955	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	72	204	36	36	36	0	0	1.0347e-05	5.1735e-06	3.658217e-06	193292.7	6958538	0	-0.4782609	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.06056919	0.06211888	0.06134403	0.0005478985	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	532	532	5.6	1	16183	1915274
B	204	0x0400000000004001	1737489587.513851773	1737489587.515401485	0.001549712	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	51955	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	204	72	84	120	102	12.72792	0	0.001549712	0.000774856	0.0005479059	1290.562	131637.4	0	0.4782609	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.06134403	0.0005478985	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	531	531	531	1	665	77428
A	205	0x0400000000004000	1737489587.453874893	1737489587.453874893	0.000000000	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	42977	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_1	DellInc,US_-	53	domain	1	1	36	84	36	36	36	0	0	0	0	0	0	0	0	-0.4	0x0001	65535	0	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.0599393	0.0599393	0.0599393	0.0599393	0	0.0599393	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	530	530	5.578948	1	16183	1915274
B	205	0x0400000000004001	1737489587.513814168	1737489587.513814168	0.000000000	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	42977	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_1	-_DellInc,US	53	domain	1	1	84	36	84	84	84	0	0	0	0	0	0	0	0	0.4	0x0001	65535	0	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.0599393	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	529	529	529	1	665	77428
A	207	0x0400000000004000	1737489587.480322830	1737489587.480329494	0.000006664	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	44822	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	76	241	38	38	38	0	0	6.664e-06	3.332e-06	2.35608e-06	300120.1	1.140456e+07	0	-0.5205047	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.05617389	0.05914928	0.05766159	0.001051959	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	528	528	5.557895	1	16183	1915274
B	207	0x0400000000004001	1737489587.536503396	1737489587.539478769	0.002975373	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	44822	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	241	76	106	135	120.5	10.25305	0	0.002975373	0.001487687	0.001051953	672.1846	80998.25	0	0.5205047	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.05766159	0.001051959	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	527	527	527	1	665	77428
A	211	0x0400000000004000	1737489588.683755419	1737489588.683761116	0.000005697	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	38164	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	80	252	40	40	40	0	0	5.697e-06	2.8485e-06	2.014194e-06	351062	1.404248e+07	0	-0.5180723	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.06544672	0.1026158	0.08403127	0.01314126	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	526	526	5.536842	1	16183	1915274
B	211	0x0400000000004001	1737489588.749207836	1737489588.786376899	0.037169063	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	38164	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	252	80	118	134	126	5.656854	0	0.03716907	0.01858453	0.01314125	53.80819	6779.832	0	0.5180723	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.08403127	0.01314126	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	525	525	525	1	665	77428
A	213	0x0400000000004000	1737489589.325193700	1737489589.325202828	0.000009128	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	49755	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	80	178	40	40	40	0	0	9.128e-06	4.564e-06	3.227235e-06	219106	8764242	0	-0.379845	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.04934125	0.05022589	0.04978357	0.0003127691	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	524	524	5.51579	1	16183	1915274
B	213	0x0400000000004001	1737489589.374544057	1737489589.375428691	0.000884634	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	49755	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	178	80	56	122	89	23.33452	0	0.000884634	0.000442317	0.0003127653	2260.822	201213.2	0	0.379845	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.04978357	0.0003127691	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	523	523	523	1	665	77428
A	214	0x0400000000004000	1737489589.328734530	1737489589.329261359	0.000526829	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	45165	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	78	122	39	39	39	0	0	0.000526829	0.0002634145	0.0001862622	3796.298	148055.6	0	-0.22	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000490368	0.000391904	0.000490368	0.000441136	3.481229e-05	0.000526816	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	522	522	5.494737	1	16183	1915274
B	214	0x0400000000004001	1737489589.329224891	1737489589.329653239	0.000428348	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	45165	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	122	78	55	67	61	4.24264	0	0.000428348	0.000214174	0.0001514439	4669.101	284815.2	0	0.22	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	3.6448e-05	3.6448e-05	3.6448e-05	3.6448e-05	0	0.000477584	3.481229e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	521	521	521	1	665	77428
A	215	0x0400000000004000	1737489589.336948836	1737489589.336956726	0.000007890	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	54870	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	82	224	41	41	41	0	0	7.89e-06	3.945e-06	2.789536e-06	253485.4	1.03929e+07	0	-0.4640523	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.0586297	0.1143096	0.08646967	0.01968583	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	520	520	5.473684	1	16183	1915274
B	215	0x0400000000004001	1737489589.395586432	1737489589.451266352	0.055679920	1	3	eth:ipv4:udp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		10.54.0.155	04	"Private network"	53	10.49.10.60	04	"Private network"	54870	17	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	53	domain	2	2	224	82	80	144	112	22.62742	0	0.05567992	0.02783996	0.01968583	35.91959	4022.994	0	0.4640523	0x0001	1	1	127	127	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0.08646967	0.01968583	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	95	519	519	519	1	665	77428
A	218	0x0400000000004000	1737489589.348427016	1737489589.348434444	0.000007428	1	3	eth:ipv4:udp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	47477	10.54.0.155	04	"Private network"	53	17	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_2	DellInc,US_-	53	domain	2	2	98	142	49	49	49	0	0	7.428e-06	3.714e-06	2.626195e-06	269251.5	1.319332e+07	0	-0.1833333	0x0001	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	0.000558848	0.000629984	0.0005944161	2.515035e-05	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	95	1	518	518	5.452631	1	16183	1915274
